Sector_ID,Case_count_2007,Case_count_2008,Case_count_2009,Case_count_2010,Case_count_2011,Case_count_2012,Case_count_2013,Case_count_2014,Case_count_2015,Case_count_2016,Case_count_2017,Case_count_2018,Case_count_2019,Case_count_2020
FL12,0,0,0,0,0,4,2,1,2,0,0,0,3,26
FL13,14,2,0,0,2,3,8,4,0,15,4,2,2,40
FL14,2,0,0,2,0,2,11,3,8,6,12,0,7,10
FL15,5,2,0,0,0,2,17,6,4,131,4,5,8,15
FL16,2,0,26,8,0,2,11,7,12,56,4,0,10,22
FL17,4,2,2,3,0,1,4,15,11,11,3,0,41,54
FL18,6,8,0,0,0,1,6,6,11,2,3,0,4,32
FL19,2,4,0,0,0,0,17,73,6,24,0,0,4,15
FL20,2,0,0,1,0,2,18,18,7,9,0,2,2,24
FL21,0,0,0,0,1,1,17,11,6,7,0,0,46,23
FL22,0,0,0,0,1,0,7,15,8,10,1,3,63,36
FL23,2,0,2,6,0,5,10,13,2,16,0,3,43,12
FL24,2,0,0,0,0,0,2,3,11,8,0,0,4,10
FL25,4,0,2,0,0,0,3,4,4,45,0,0,14,18
FL26,0,2,8,0,4,0,7,6,5,9,0,2,21,8
FL27,2,21,0,0,3,0,13,3,24,2,1,1,13,6
FL28,2,2,2,2,0,0,15,1,7,6,4,1,12,10
FL29,2,2,0,0,0,1,16,4,0,9,5,0,10,77
FL30,0,2,2,0,0,0,7,0,4,2,5,0,18,6
FL31,0,0,0,2,1,1,1,0,5,0,0,3,2,2
FL33,0,0,0,2,0,0,1,0,3,0,0,2,8,3
FL34,0,1,10,0,0,0,3,6,12,1,0,0,39,0
FL35,0,0,0,0,0,0,21,2,6,10,0,2,6,0
FL36,0,0,12,0,0,0,2,1,21,2,0,0,45,5
FL37,1,2,0,0,0,0,7,4,18,1,0,0,0,6
FL38,0,0,0,2,0,0,9,7,0,49,2,0,2,48
FL39,2,2,0,3,0,0,11,3,0,96,0,2,19,10
FL40,0,0,0,0,0,0,2,2,8,5,0,0,5,13
FL41,0,3,2,0,0,2,6,3,2,3,0,2,2,39
FL42,2,0,10,2,0,1,0,0,0,2,0,0,57,19
FL43,0,2,2,1,1,5,12,11,10,8,0,0,45,12
FL44,2,1,0,0,0,1,7,3,4,9,2,0,16,4
FL45,0,0,0,0,0,2,8,1,4,60,1,0,73,8
FL46,0,3,0,12,2,0,20,4,33,2,0,0,4,10
FL47,0,0,2,14,0,0,7,0,21,49,0,0,21,0
FL48,0,0,0,11,0,0,8,0,8,1,0,0,4,5
FL49,0,0,0,2,2,0,4,0,8,6,0,0,56,0
FL50,0,2,0,0,0,0,1,0,2,0,2,0,80,5
FL51,0,0,0,0,0,0,3,3,4,4,0,0,12,5
FL52,0,0,0,0,0,2,3,0,4,12,0,0,14,4
FL53,3,0,0,0,0,0,1,4,2,2,0,0,5,33
FL54,2,20,0,1,0,0,5,1,2,8,0,2,0,20
FL55,0,2,4,5,1,0,7,7,5,4,0,2,57,16
FL56,0,0,0,2,0,4,6,2,0,1,0,0,6,4
FL57,2,3,0,0,4,4,22,2,5,62,0,3,18,50
FL58,2,0,2,0,0,0,10,4,7,1,0,2,2,33
FL59,4,0,0,0,2,2,9,4,0,5,0,2,61,5
FL60,2,2,2,4,0,8,24,1,12,25,4,4,8,36
FL61,0,4,0,0,0,0,4,1,0,3,0,2,13,7
FL62,2,4,4,4,6,4,15,18,21,16,4,8,60,50
FL63,0,0,0,0,0,1,6,5,2,0,2,2,0,73
FL64,2,0,0,2,0,0,3,2,0,2,0,0,40,46
FL65,4,0,12,0,2,0,5,9,1,0,0,0,9,22
FL66,0,0,0,0,1,0,11,7,2,2,2,2,16,6
FL67,2,0,2,2,2,0,7,3,5,8,3,1,2,28
FL68,0,0,8,2,3,0,11,6,1,4,2,0,6,31
FL69,0,0,0,0,0,0,0,3,4,0,0,1,2,0
FL70,2,0,8,2,0,1,14,4,7,0,3,0,2,2
FL71,0,5,0,0,0,5,13,6,15,2,1,0,10,23
FL72,12,3,3,1,0,0,11,1,19,5,0,1,8,20
FL73,1,2,0,0,0,0,2,0,9,2,0,3,0,12
FL74,0,0,0,0,0,0,0,0,3,0,0,9,0,1
FL75,0,0,0,4,0,0,3,1,0,2,0,0,2,18
FL76,0,0,3,2,0,0,17,3,0,1,0,3,80,20
FL77,0,0,2,0,0,0,17,8,2,17,0,1,2,2
FL78,7,0,0,0,0,0,4,25,2,5,0,0,0,2
FL79,0,0,0,0,0,0,4,1,0,6,0,0,1,8
FL80,0,0,0,0,0,0,7,1,1,5,0,0,4,8
FL81,0,0,0,0,2,1,4,9,3,18,0,1,14,31
FL82,0,0,0,0,0,0,1,0,0,2,0,0,9,14
FL83,4,3,0,0,0,0,1,0,1,5,3,0,0,54
FL84,0,3,0,3,1,2,14,10,20,62,0,0,5,44
FL85,0,0,0,0,0,4,13,11,12,63,4,0,7,13
FL86,0,0,2,0,0,1,7,9,5,7,3,0,2,10
FL87,2,0,12,0,0,3,9,7,8,11,0,0,2,38
FL88,1,0,4,0,4,0,12,1,5,3,0,4,37,7
FL89,2,0,2,0,0,0,5,1,2,54,4,3,0,4
FL90,0,0,2,0,0,2,13,2,11,58,0,0,4,5
FL91,2,0,0,0,0,2,5,1,6,0,2,5,5,8
FL92,0,0,2,0,2,0,36,10,13,65,0,0,7,13
FL93,0,0,2,0,0,0,1,3,2,59,0,0,4,9
FL94,0,0,0,0,0,0,4,0,4,3,0,0,5,4
FL95,0,0,0,0,0,0,2,7,5,7,0,4,0,19
FL96,0,0,0,0,0,0,4,9,10,4,0,0,12,5
FL97,0,0,0,0,0,0,4,4,3,8,2,0,2,38
FL98,0,0,0,0,2,0,4,6,19,57,2,0,9,8
FL99,0,0,0,0,0,0,1,3,0,0,0,3,12,4
FL100,0,0,0,0,0,0,0,2,9,0,0,0,0,0
FL101,0,0,0,0,0,0,3,1,3,3,2,0,4,0
FL102,0,0,0,0,0,0,0,0,0,0,0,0,4,0
FL103,2,0,0,1,2,0,0,0,2,0,6,2,2,8
FL104,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FL105,0,2,0,2,0,0,3,0,1,4,0,0,1,59
FL106,0,0,0,0,0,1,5,1,0,0,0,0,0,8
FL108,0,0,0,1,0,1,1,3,2,2,0,0,4,6
FL109,0,0,0,0,0,0,3,0,0,0,0,0,4,10
FL110,0,0,8,0,0,0,7,3,2,2,1,0,9,8
FL111,0,0,0,0,0,0,12,0,0,0,0,0,20,4
FL112,0,0,0,0,0,0,3,0,3,0,0,0,2,4
FL113,0,0,0,0,0,0,6,1,3,0,0,0,0,36
FL114,0,0,0,0,0,2,0,4,5,0,0,0,3,0
FL115,0,0,0,0,0,0,1,3,2,2,0,0,0,0
FL116,0,1,0,0,0,7,1,2,0,0,0,0,0,0
FL117,0,0,2,0,0,2,8,4,0,2,1,0,2,6
FL118,2,2,0,0,1,0,40,4,6,2,4,3,13,13
FL119,0,0,0,0,3,0,10,8,13,12,0,0,0,9
FL120,0,0,1,0,6,0,5,1,16,15,0,0,0,87
FL121,6,0,0,0,0,0,15,2,3,5,8,0,4,123
FL122,0,0,0,0,0,0,6,2,2,70,0,6,7,2
FL123,0,0,0,2,2,0,2,3,3,0,0,0,13,5
FL124,0,0,0,0,4,0,11,0,8,3,6,0,7,0
FL125,0,0,0,0,0,0,8,5,7,5,0,0,36,22
FL126,0,0,0,2,0,3,27,16,5,17,0,0,5,4
FL127,2,0,0,0,0,0,0,9,2,3,2,0,9,4
FL128,0,2,2,0,0,2,5,2,1,13,0,0,12,7
FL129,0,0,0,0,2,4,9,8,8,87,1,3,27,12
FL130,0,1,0,0,9,1,11,14,12,17,2,0,6,33
FL131,0,0,0,2,0,0,17,3,1,75,3,0,2,2
FL132,0,0,0,2,4,0,1,0,0,9,0,2,21,3
FL133,0,0,0,0,0,0,4,2,0,2,0,10,71,5
FL134,0,0,0,0,0,0,5,2,5,4,0,57,31,6
FL135,2,2,0,0,0,0,0,4,4,2,0,2,6,9
FL136,0,0,0,2,2,0,0,11,1,0,0,0,2,14
FL137,0,0,0,0,0,0,0,0,0,0,0,0,18,0
FL138,0,0,0,0,0,0,0,0,0,0,0,0,9,2
FL139,0,0,0,0,0,0,2,3,3,1,0,2,2,4
FL140,2,0,0,2,0,0,19,11,2,3,0,0,2,15
FL141,2,0,0,2,0,2,3,5,22,4,0,0,0,1
FL142,0,0,0,3,0,0,4,11,19,0,1,0,0,17
FL143,0,0,0,0,0,0,3,0,4,2,0,0,0,6
FL144,0,0,0,4,3,0,8,2,0,3,2,0,13,3
FL145,0,0,0,0,0,0,0,0,0,0,0,0,35,7
FL146,0,0,1,0,0,2,6,4,1,0,0,2,8,0
FL147,0,0,0,0,2,0,1,3,0,0,0,0,11,2
FL148,2,0,0,0,0,0,0,1,2,4,2,14,0,5
FL149,0,0,0,0,0,0,2,0,0,0,0,4,4,3
FL150,0,0,0,0,1,0,2,0,1,3,0,0,1,0
FL151,0,0,0,0,0,0,6,3,0,5,0,0,2,2
FL152,0,0,0,0,0,0,4,0,1,3,2,0,0,19
FL153,0,0,0,0,0,0,1,1,0,0,0,0,0,0
FL154,0,0,0,0,0,0,3,0,0,0,0,0,0,2
FL155,0,0,0,10,0,0,1,1,3,0,0,0,4,2
FL156,0,0,0,14,0,2,1,2,2,0,0,3,0,7
FL157,3,0,0,70,0,3,10,5,8,4,3,0,2,16
FL158,0,0,0,0,0,0,0,0,0,0,0,0,2,3
FL159,0,0,0,0,0,0,0,0,0,2,0,0,0,0
FL160,0,0,0,0,0,0,2,1,1,2,0,0,8,9
FL161,0,0,0,0,0,2,2,5,1,2,0,0,2,40
FL162,0,0,0,0,0,4,3,5,3,7,0,0,0,4
FL163,0,0,0,0,0,0,0,1,0,0,0,2,0,3
FL164,2,0,0,2,0,3,13,6,2,3,0,0,2,31
FL165,0,4,12,2,0,0,32,9,0,12,3,2,2,14
FL166,0,0,0,0,0,0,4,1,0,5,0,0,27,4
FL167,0,2,0,2,0,0,4,1,4,0,0,0,2,2
FL168,0,1,0,0,6,0,2,1,3,5,0,0,2,0
FL169,0,4,8,0,0,0,28,3,5,157,0,0,10,10
FL170,0,0,0,0,0,0,88,7,2,10,0,0,9,4
FL171,0,0,0,0,0,0,0,0,2,3,1,0,10,3
FL172,0,0,0,0,0,0,46,6,5,51,2,0,0,16
FL173,0,0,8,0,0,0,3,7,9,6,2,0,8,6
FL174,0,1,0,0,1,0,1,5,4,6,1,0,2,21
FL175,0,0,0,0,0,2,10,1,0,0,0,2,0,4
FL176,0,0,0,0,0,0,3,0,0,0,3,0,44,3
FL177,0,0,0,0,0,0,2,0,2,0,0,0,6,3
FL178,0,0,0,0,0,0,1,4,0,64,0,0,0,5
FL179,0,0,0,0,0,3,1,0,1,5,3,3,0,3
FL180,0,0,0,0,0,0,4,0,0,0,2,2,0,10
FL181,0,0,0,0,0,0,5,0,0,7,2,0,0,4
FL182,0,0,16,0,0,0,6,4,6,41,0,0,5,8
FL183,0,2,4,0,2,0,15,11,12,75,4,1,10,39
FL184,0,0,2,0,0,0,2,6,2,4,0,3,2,4
FL185,0,2,0,0,0,2,10,4,2,0,0,3,12,3
FL186,0,0,0,0,2,0,4,1,0,0,0,0,0,6
FL187,0,2,11,0,0,2,6,0,0,4,0,5,15,4
FL188,0,0,0,0,0,0,2,0,2,1,3,0,0,0
FL189,0,0,0,0,2,0,1,1,2,9,0,0,2,0
FL190,2,1,5,0,2,2,1,1,5,4,0,0,0,27
FL191,0,0,0,0,0,0,0,0,2,0,0,0,2,3
FL192,0,0,0,0,0,3,3,0,4,0,0,2,0,0
FL193,0,0,0,0,0,0,1,0,1,1,0,4,4,4
FL194,0,0,0,0,0,0,0,1,4,0,0,2,0,0
FL195,2,0,0,0,0,0,20,13,12,13,0,0,0,8
FL196,4,0,0,0,0,0,9,6,3,68,0,0,3,27
FL197,0,2,0,2,0,0,0,1,4,3,0,0,0,4
FL198,0,0,0,0,0,0,0,0,1,4,2,0,0,5
FL199,1,0,0,0,0,0,5,5,4,12,4,0,13,60
FL200,6,0,8,3,4,1,18,164,4,18,0,3,32,43
FL201,0,6,0,0,6,0,34,12,9,82,3,0,0,17
FL202,2,5,0,0,0,0,9,14,2,17,2,1,6,83
FL203,2,0,0,0,0,2,2,2,4,7,1,2,0,32
FL204,0,0,0,0,0,0,2,1,9,5,0,3,41,14
FL205,0,0,0,0,0,2,12,1,6,3,0,5,59,21
FL206,0,0,0,0,0,1,19,6,7,7,0,12,25,27
FL207,0,0,4,0,0,4,25,7,5,15,0,3,6,17
FL208,0,0,0,0,0,0,2,2,0,2,0,0,0,2
FL209,0,0,0,0,0,0,5,6,9,4,2,0,10,18
FL210,2,0,4,0,4,2,4,8,3,75,8,0,12,23
FL211,10,7,8,2,0,0,44,9,1,20,1,2,20,32
FL212,0,0,0,3,3,0,13,3,11,68,5,0,0,12
FL213,1,0,2,0,0,0,2,0,3,19,0,3,14,6
FL214,0,2,0,0,0,4,4,1,6,1,2,2,9,3
FL215,0,3,0,0,3,0,10,8,3,6,0,9,73,9
FL216,0,2,0,0,2,1,20,5,6,4,2,2,6,31
FL217,0,0,0,2,0,0,2,2,10,3,2,1,5,11
FL218,0,0,0,0,2,2,5,3,3,9,0,7,12,10
FL219,0,0,0,4,0,2,45,0,3,2,12,0,7,3
FL220,0,0,0,0,0,0,6,6,15,4,0,14,39,16
FL221,0,0,0,0,0,0,13,0,12,0,0,2,14,0
FL222,2,0,0,0,0,3,10,2,1,0,0,2,4,0
FL223,4,0,0,0,18,0,29,9,8,67,2,1,10,55
FL224,2,0,0,0,0,1,10,6,1,11,2,0,3,5
FL225,2,0,0,0,0,4,11,6,3,14,2,0,0,12
FL226,2,3,10,0,0,2,17,15,8,4,0,2,0,20
FL227,0,0,0,0,0,2,17,5,12,0,0,0,140,3
FL228,0,0,0,0,2,5,40,14,3,76,0,36,17,3
FL229,2,0,0,2,3,7,10,3,0,9,4,57,45,0
FL230,2,0,3,2,2,0,63,5,0,0,0,0,11,14
FL231,0,0,0,2,0,0,28,6,3,4,100,4,35,12
FL232,2,4,2,0,0,2,0,1,3,1,0,0,15,9
FL233,0,0,0,0,0,5,26,4,5,4,0,0,9,4
FL234,0,0,0,0,0,2,16,8,11,9,2,0,8,1
FL235,0,2,0,0,0,1,1,1,0,2,0,6,27,0
FL236,0,2,0,0,0,0,6,3,1,5,2,0,4,16
FL237,0,0,0,0,0,0,1,2,0,6,0,3,2,7
FL238,0,0,0,2,0,0,6,5,1,6,18,2,2,10
FL239,0,0,0,0,2,0,17,1,4,20,12,0,3,20
FL240,1,0,0,0,0,5,9,5,5,3,1,0,57,24
FL241,0,0,0,0,0,0,7,4,1,76,12,1,4,8
FL242,2,1,0,0,0,0,6,4,0,4,3,1,22,12
FL243,0,0,0,3,0,0,8,5,10,9,0,109,20,7
FL244,2,0,20,1,0,0,0,6,2,73,0,2,30,5
FL245,4,0,0,0,15,3,10,1,3,2,8,0,11,5
FL246,3,3,0,0,0,0,5,5,5,10,0,3,37,14
FL247,15,0,0,0,0,0,9,9,18,81,2,2,14,7
FL248,6,0,0,6,0,2,6,1,0,92,1,0,18,66
FL249,0,1,0,0,0,2,4,3,4,0,0,3,9,4
FL250,0,2,0,0,0,2,2,6,0,7,0,4,37,39
FL251,0,0,4,0,0,0,3,0,2,2,7,0,18,4
FL252,2,2,0,0,0,0,8,9,3,2,0,0,9,15
FL253,0,0,1,2,0,0,2,5,0,7,2,8,240,36
FL254,0,1,0,0,0,0,3,2,2,1,0,0,29,2
FL255,0,0,0,0,0,0,0,4,5,0,0,2,26,0
FL256,0,0,0,0,2,0,5,1,0,0,0,3,52,2
FL257,2,0,0,0,4,3,5,15,13,3,1,0,2,9
FL258,0,0,0,0,0,4,16,16,7,6,2,5,5,17
FL259,2,2,2,2,0,0,17,14,22,7,0,0,4,34
FL260,0,0,3,0,0,0,3,8,8,3,5,0,26,4
FL261,0,14,0,0,0,0,9,0,1,2,2,3,18,0
FL262,0,0,0,0,0,0,0,5,7,7,3,6,74,19
FL263,0,0,0,0,0,0,0,0,0,0,0,3,293,11
FL264,0,0,0,0,0,0,1,3,3,4,0,0,51,3
FL265,4,0,0,0,7,0,7,7,10,3,2,5,2,27
FL266,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FL267,0,0,0,0,0,0,2,1,0,18,0,4,2,10
FL268,0,0,0,0,0,0,5,5,9,2,0,0,13,21
FL269,0,0,0,0,0,0,3,1,3,4,0,0,20,5
FL270,0,1,0,0,0,0,2,3,0,8,0,0,5,0
FL271,0,2,0,0,0,0,1,1,0,0,1,0,6,0
FL272,0,0,0,0,0,0,6,1,0,5,0,0,2,42
FL273,0,0,0,4,0,0,2,0,1,2,0,0,23,0
FL274,0,0,0,8,0,0,1,1,6,2,0,3,11,4
FL275,0,0,0,2,0,4,6,9,6,3,3,2,3,10
FL276,0,1,0,0,2,0,17,8,9,91,7,3,6,27
FL277,0,0,0,0,2,0,1,0,0,1,1,0,24,0
FL278,0,0,0,0,0,7,10,2,2,80,0,0,13,6
FL279,0,0,0,6,2,0,6,4,0,2,0,0,31,0
FL280,0,0,0,0,0,0,36,0,3,11,0,0,10,10
FL281,0,0,0,0,0,0,0,0,0,0,0,0,7,2
FL282,0,0,0,0,0,0,0,1,1,2,0,0,3,0
FL283,0,0,0,0,0,0,0,1,0,5,0,1,0,0
FL284,0,0,0,0,0,2,19,3,0,8,2,0,4,13
FL285,0,0,0,4,4,2,9,1,5,161,0,0,3,40
FL286,0,0,0,0,0,0,5,3,2,9,5,0,0,21
FL287,0,0,0,0,0,0,3,4,0,0,0,1,8,12
FL288,2,0,0,0,2,5,5,9,5,7,0,2,8,2
FL289,0,0,0,0,4,0,6,5,5,2,4,0,6,0
FL290,0,0,0,0,0,2,3,2,12,1,12,0,17,38
FL291,4,2,2,0,0,36,14,3,8,10,4,0,0,7
FL292,0,0,0,0,10,0,5,2,17,1,1,3,7,0
FL293,0,2,0,0,0,0,3,1,0,3,2,2,2,0
FL294,0,0,0,56,0,5,0,0,0,78,0,2,2,0
FL295,0,0,0,1,0,14,17,3,15,4,0,17,13,16
FL296,0,1,0,0,0,8,6,1,2,8,0,0,0,6
FL297,2,0,0,0,0,8,23,4,2,2,0,0,6,7
FL298,2,2,0,0,0,2,5,6,9,4,0,0,14,3
FL299,0,1,0,0,0,0,3,1,1,0,0,4,7,4
FL300,0,0,0,0,0,0,1,1,7,18,0,0,6,0
FL301,0,0,0,0,0,0,3,8,6,15,5,36,3,0
FL302,0,0,0,2,0,0,29,3,0,2,0,0,6,4
FL303,0,0,0,0,0,0,3,0,0,0,0,1,3,4
FL304,2,2,0,0,2,0,31,6,8,5,3,0,4,16
FL305,4,0,0,0,3,3,2,1,3,1,1,0,8,3
FL306,0,0,0,2,0,0,1,1,5,5,6,0,2,2
FL307,0,0,8,0,0,3,11,4,21,2,1,0,2,3
FL308,3,2,3,0,3,0,8,4,11,14,0,0,10,2
FL309,0,0,8,0,0,0,10,4,23,85,4,4,9,7
FL310,0,0,0,1,0,1,2,0,4,3,0,29,8,3
FL311,0,0,0,0,0,0,1,4,1,2,0,28,0,15
FL312,0,0,0,0,0,3,23,0,6,5,0,0,8,21
FL313,0,0,0,0,0,0,12,2,0,1,0,0,9,0
FL314,0,0,0,0,0,0,6,0,4,1,0,3,10,4
FL315,0,4,0,0,0,2,57,1,6,6,2,0,10,2
FL316,0,0,0,2,0,0,63,3,5,10,2,0,13,0
FL317,0,0,0,0,0,0,13,0,10,5,0,0,2,2
FL318,0,0,0,0,2,0,14,1,7,2,0,0,6,14
FL319,1,0,8,0,0,1,1,8,4,5,0,0,3,7
FL320,0,0,0,0,0,3,0,3,2,5,6,0,5,7
FL321,0,0,0,8,0,0,4,3,6,12,0,0,3,6
FL322,0,0,0,2,0,3,11,7,2,3,0,7,14,21
FL323,0,0,0,0,0,0,3,0,0,2,0,0,7,6
FL324,0,2,0,0,0,0,4,2,2,1,0,0,6,10
FL325,0,0,0,2,0,1,6,1,3,3,0,0,6,0
FL326,2,0,0,0,0,0,68,1,1,17,0,2,18,2
FL327,4,0,0,0,0,0,51,9,3,7,0,0,0,5
FL328,0,0,0,0,0,0,24,3,5,10,1,0,2,10
FL329,0,0,0,0,0,0,0,2,0,2,0,3,5,10
FL330,0,0,0,0,0,0,0,0,0,0,0,3,7,2
FL331,2,0,0,0,8,2,20,7,83,679,3,0,8,11
FL332,6,0,0,0,4,2,8,1,9,14,51,0,2,14
FL333,1,0,0,0,0,2,3,8,0,1,18,0,0,11
FL334,0,0,0,0,0,0,0,0,1,0,0,0,9,0
FL335,0,0,0,0,2,0,8,1,0,2,2,3,7,0
FL336,0,0,0,0,0,0,2,0,2,0,0,12,41,7
FL337,0,0,0,0,0,0,5,0,4,5,2,15,8,2
FL338,0,0,0,0,2,6,0,2,0,4,0,0,0,8
FL339,0,0,0,1,0,0,6,3,5,1,0,2,24,16
FL340,0,0,0,4,0,0,3,0,2,0,0,0,0,0
FL341,0,0,0,2,0,0,5,0,4,6,2,0,0,14
FL342,0,0,0,2,0,0,12,3,4,87,4,0,2,34
FL343,0,0,0,0,12,0,2,1,3,0,0,4,10,0
FL344,0,0,0,0,0,0,17,0,2,5,0,3,2,2
FL345,0,0,0,0,0,0,3,2,0,7,0,12,0,4
FL346,2,0,4,0,0,0,0,1,0,0,2,3,18,3
FL347,0,0,0,6,2,0,3,0,2,4,1,8,2,9
FL348,0,0,0,2,0,0,0,0,2,7,0,0,2,8
FL349,0,0,0,0,0,0,1,4,2,3,6,2,5,72
FL350,0,0,0,0,0,0,0,0,0,0,0,6,21,2
FL351,0,0,0,2,0,0,3,2,0,2,0,0,41,3
FL352,0,2,14,0,0,2,2,5,2,1,0,2,9,5
FL353,0,0,0,1,2,0,22,6,5,225,5,0,2,10
FL354,0,0,0,2,0,0,6,1,8,6,5,0,6,27
FL355,2,0,0,0,4,0,10,3,9,10,4,0,2,9
FL356,0,0,0,0,0,0,7,4,7,9,7,2,2,6
FL357,0,0,0,0,0,0,1,9,7,3,5,0,8,6
FL358,2,4,4,0,2,1,16,35,3,27,1,0,14,68
FL359,1,0,0,3,0,5,16,5,2,6,2,2,25,12
FL360,0,2,0,1,8,6,5,7,9,11,11,1,20,6
FL361,2,0,0,3,0,0,8,3,5,6,3,0,0,6
FL362,2,16,18,2,10,2,13,2,4,96,2,0,18,89
FL363,0,1,2,5,22,2,18,3,6,37,0,0,4,22
FL364,2,1,0,2,0,0,23,3,0,11,0,0,0,20
FL365,4,5,2,0,0,4,39,2,2,9,0,2,7,0
FL366,0,0,0,2,0,0,0,4,0,11,0,0,20,12
FL367,0,0,0,0,1,4,5,2,6,11,1,0,4,4
FL368,0,0,0,0,0,2,1,1,1,3,2,0,7,8
FL369,0,1,8,0,0,1,1,0,5,1,0,3,8,3
FL370,0,0,0,2,0,0,0,1,0,2,0,0,6,5
FL371,0,10,0,0,2,1,18,1,4,3,9,0,19,17
FL372,0,4,0,0,0,2,15,2,2,0,0,0,2,15
FL373,2,2,0,11,4,2,40,1,1,10,0,0,7,16
FL374,2,0,0,0,2,0,41,3,11,5,3,0,0,50
FL375,0,0,0,0,0,1,1,6,2,2,0,0,11,8
FL376,0,0,0,0,0,0,1,0,0,0,0,0,10,0
FL377,0,0,0,0,0,0,2,0,21,1,2,0,10,0
FL378,0,0,0,0,0,0,0,0,0,0,0,0,14,6
FL379,0,0,0,0,0,0,5,3,0,3,0,0,10,0
FL380,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FL381,0,0,2,0,0,0,5,0,4,7,0,0,0,0
FL382,0,0,0,0,0,0,4,6,6,3,0,1,2,3
FL383,0,0,0,0,0,2,1,0,1,0,0,1,3,0
FL384,0,0,0,0,0,0,0,1,1,1,0,0,0,9
FL385,0,0,0,0,2,0,6,1,2,3,2,2,2,13
FL386,4,2,19,0,0,3,15,2,21,126,5,5,0,181
FL387,0,2,5,2,0,0,0,2,0,0,0,3,0,2
FL388,2,0,0,2,14,4,6,8,13,187,3,2,2,20
FL389,0,0,0,0,0,2,1,0,0,4,1,0,0,4
FL390,0,0,0,4,0,0,3,1,0,2,0,0,83,0
FL391,3,0,8,0,2,0,5,4,7,21,0,0,0,9
FL392,0,2,0,0,2,4,1,2,0,9,0,0,9,14
FL393,0,14,0,2,2,2,3,12,0,1,0,0,4,36
FL394,0,0,0,0,4,3,5,6,4,7,0,2,6,42
FL395,4,10,0,8,15,16,14,13,3,102,0,0,4,38
FL396,0,0,0,0,0,0,0,0,3,0,0,0,0,7
FL397,0,0,0,0,0,0,3,1,5,0,0,0,8,0
FL398,0,2,6,1,2,2,5,4,1,2,1,0,26,19
FL399,0,0,0,0,0,0,0,0,0,5,0,0,59,0
FL400,0,0,0,0,0,0,0,0,0,3,0,1,2,10
FL401,0,0,0,0,0,0,0,0,1,0,0,0,2,2
FL402,0,0,0,0,0,0,1,0,0,0,3,3,14,0
FL403,0,0,0,10,0,1,7,5,4,0,0,2,12,12
FL404,0,0,0,0,0,0,1,4,1,5,0,0,4,23
FL405,8,9,0,0,14,3,23,34,4,4,0,0,0,20
FL406,0,0,2,4,28,6,27,23,9,7,6,2,7,33
FL407,0,3,0,0,1,2,29,3,8,13,0,1,2,0
FL408,0,0,3,0,0,4,28,2,8,100,1,0,6,4
FL409,0,0,0,0,0,4,11,2,4,6,1,0,28,0
FL410,2,0,11,0,0,10,31,4,5,19,0,0,37,0
FL411,0,0,0,0,2,1,8,3,1,19,0,0,9,2
FL412,0,0,0,6,0,1,6,0,6,2,2,0,10,3
FL413,0,2,8,0,2,0,22,5,4,0,2,3,0,29
FL414,0,4,0,0,0,16,10,1,5,102,4,0,2,12
FL415,0,0,6,2,0,2,8,11,4,23,22,0,16,25
FL416,4,7,2,0,8,20,13,1,9,6,2,0,10,30
FL417,0,4,0,0,0,0,1,0,1,3,0,3,13,9
FL418,0,2,1,0,0,2,8,0,2,1,0,4,45,22
FL419,0,0,0,0,0,0,2,1,4,6,1,0,39,3
FL420,0,2,0,0,4,4,8,4,4,105,3,2,11,44
FL421,0,1,0,2,4,2,5,0,5,7,3,14,0,51
FL422,0,0,0,0,0,0,0,1,0,9,0,26,29,0
FL423,2,0,3,0,2,4,8,4,1,23,3,5,49,8
FL424,14,2,0,0,0,0,5,3,3,1,4,0,22,8
FL425,12,0,2,0,2,0,3,3,2,3,0,2,8,5
FL426,52,0,0,0,2,2,10,6,8,0,0,0,0,7
FL427,0,0,3,0,0,0,1,0,0,0,0,3,4,2
FL428,2,2,9,4,0,0,4,5,0,3,0,0,9,2
FL429,0,0,0,0,0,14,6,1,2,0,0,0,6,4
FL430,0,1,0,2,0,5,5,10,6,6,0,0,26,8
FL431,0,5,0,2,0,0,7,4,10,0,2,0,4,0
FL432,0,0,4,0,0,3,5,1,1,3,7,0,1,2
FL433,0,0,0,2,0,0,4,0,0,2,26,0,2,9
FL434,2,0,0,4,16,1,6,4,3,0,3,0,5,8
FL435,0,1,14,0,12,0,6,13,5,2,4,0,2,34
FL436,0,0,0,0,0,5,4,4,4,4,0,0,7,4
FL437,0,0,0,0,0,5,10,9,3,5,2,0,5,5
FL438,0,1,0,2,0,2,18,8,2,3,6,0,3,41
FL439,0,0,1,0,0,0,19,8,2,36,0,6,6,10
FL440,1,0,0,0,5,1,6,7,8,4,0,0,14,11
FL441,0,0,0,0,2,1,7,0,3,4,0,0,2,4
FL442,0,2,4,0,0,0,6,8,7,0,2,1,7,8
FL443,0,0,0,0,0,2,9,7,6,11,1,0,3,80
FL444,0,2,0,0,0,0,29,0,7,19,0,2,4,20
FL445,2,3,0,4,0,0,8,6,3,6,0,2,0,10
FL446,0,2,2,0,2,0,1,1,0,6,0,0,4,5
